Attendance,Study Hours,Homework Completion,Test Scores,SES,Extracurricular Activities,Parent Involvement,Tutoring,Sleep Hours,Health Conditions,Final Grade
83,27,99,87,Low,4,Medium,No,9,None,74.25
92,19,99,71,Middle,3,Low,Yes,7,Severe,65.25
99,16,79,69,Low,4,High,No,9,Severe,65.3
76,25,88,65,Low,3,Low,No,7,None,61.550000000000004
76,21,75,77,Middle,1,Low,Yes,6,None,61.55
76,10,91,92,High,1,Medium,No,8,Mild,70.5
70,17,87,85,Low,2,Low,No,6,Mild,61.150000000000006
95,13,82,62,High,3,Medium,No,8,Mild,67.25
92,30,89,78,Middle,2,Low,No,6,None,67.1
96,15,96,73,Low,2,Medium,No,6,Mild,64.05000000000001
81,27,82,64,Low,4,Medium,Yes,9,Mild,66.55
80,22,100,74,High,4,Medium,No,7,Severe,66.7
96,27,93,65,Low,0,Low,No,9,None,66.05000000000001
98,23,98,59,Middle,3,Low,No,7,None,65.65
92,11,80,97,Low,3,Medium,No,7,None,69.25
77,30,94,65,High,2,High,No,7,Mild,71.2
80,25,77,63,Middle,2,Medium,Yes,6,Severe,54.55
96,27,87,99,High,3,Medium,Yes,8,Severe,81.05000000000001
75,16,85,76,Low,1,High,No,7,Severe,58.8
81,29,87,94,Middle,0,Medium,No,9,Mild,71.05
83,22,94,84,High,3,Low,No,6,None,74.10000000000001
97,21,87,76,Low,4,Medium,No,9,None,69.85000000000001
71,19,100,55,Middle,0,Medium,Yes,7,None,58.45
89,13,85,85,High,4,High,Yes,9,Mild,81.55
95,25,97,97,High,4,High,Yes,9,Severe,86.75
93,12,100,79,Middle,2,High,Yes,8,Mild,75.3
86,28,89,83,Middle,0,Low,No,9,None,68.9
71,20,89,51,High,4,Medium,No,6,None,60.3
72,21,78,60,Middle,1,High,Yes,9,None,63.25
81,14,77,87,High,2,Low,Yes,6,Severe,64.2
94,27,87,55,Middle,3,Medium,No,9,Mild,64.45
89,25,76,66,Middle,4,High,No,7,Mild,67.05
94,17,84,89,Middle,2,High,No,6,Severe,66.55
86,29,80,57,Low,3,Low,No,6,Mild,60.55
97,11,85,90,Low,4,Low,Yes,9,None,74.15
89,28,83,57,Low,4,High,No,9,Severe,63.5
92,15,78,76,High,1,High,Yes,9,Mild,75.55
81,23,78,53,Middle,2,Low,No,9,Severe,50.449999999999996
92,14,91,81,Middle,1,Low,Yes,8,Severe,64.4
73,18,86,81,Middle,3,Low,No,7,Severe,58.599999999999994
70,16,77,68,Middle,0,High,No,6,Severe,53.8
93,13,81,65,Middle,0,High,Yes,7,None,65.55
86,24,87,78,High,1,Low,No,9,None,71.0
98,18,91,75,High,3,Low,No,7,None,72.8
77,12,90,61,Middle,3,Low,Yes,6,None,60.7
87,30,87,64,Low,0,High,No,6,Mild,66.5
100,14,94,70,Low,1,High,Yes,9,Severe,68.3
100,17,98,66,High,1,High,No,6,Mild,73.65
96,22,83,87,Low,3,High,Yes,6,None,78.4
98,12,95,58,Low,0,High,Yes,8,None,69.0
73,26,84,57,Middle,0,Medium,Yes,9,Severe,55.0
90,22,95,67,Low,2,Medium,No,8,Severe,59.599999999999994
74,22,78,50,Middle,3,Low,Yes,9,Severe,53.900000000000006
79,30,85,72,Middle,0,Medium,No,7,None,61.89999999999999
90,11,76,80,High,1,Medium,Yes,7,None,67.95
85,15,88,56,High,0,Low,Yes,6,Mild,63.150000000000006
84,10,76,87,Low,3,Low,Yes,8,None,68.6
71,30,97,58,High,2,Medium,Yes,8,Mild,68.5
72,23,85,98,High,3,High,No,6,Mild,79.55
96,13,93,79,Middle,2,Low,No,8,Severe,61.75
99,23,90,73,Low,1,Low,No,8,Severe,62.44999999999999
94,20,77,85,Low,3,Medium,Yes,6,Mild,70.7
93,27,80,61,High,2,Medium,No,6,Mild,64.65
78,19,98,60,Low,2,Low,Yes,7,Mild,60.95
76,13,94,50,Low,2,Medium,Yes,9,Severe,52.25
95,27,87,68,Low,3,Low,No,9,Mild,68.55000000000001
71,16,86,86,High,1,High,No,6,None,71.2
73,29,77,72,High,2,High,Yes,6,Severe,66.85
98,19,94,54,Low,2,Medium,No,8,Severe,56.35000000000001
91,15,97,91,Middle,1,High,No,6,None,73.65
87,11,80,50,Low,2,High,Yes,7,Mild,59.150000000000006
85,12,76,69,Low,4,High,No,6,Mild,63.900000000000006
99,28,80,52,High,0,Low,No,9,Mild,65.4
75,22,95,66,High,0,High,Yes,6,None,72.3
73,10,86,68,Middle,2,High,Yes,9,None,64.69999999999999
70,12,92,61,High,0,Low,No,6,Mild,58.7
78,24,86,72,Middle,3,High,No,7,Mild,68.39999999999999
85,19,97,69,Middle,4,Low,Yes,9,Mild,69.85000000000001
86,17,84,50,Low,2,High,No,6,None,58.25
92,23,85,80,High,4,Low,Yes,7,Severe,71.15
88,14,90,58,High,3,High,Yes,8,Mild,74.5
97,13,85,77,Middle,3,Low,Yes,6,None,68.75
90,22,87,98,Low,0,Low,Yes,9,Mild,75.30000000000001
85,25,88,78,Middle,4,Low,No,8,None,69.25
89,25,79,97,High,4,Low,Yes,9,None,81.95
85,22,76,82,Low,1,Medium,No,9,None,64.3
94,29,81,57,Low,3,Medium,No,9,None,64.35
72,16,92,52,Low,0,High,Yes,7,Mild,60.4
78,12,100,62,High,3,Low,No,8,Mild,67.2
83,14,96,81,Low,1,Medium,Yes,8,Mild,68.60000000000001
70,20,82,99,Low,1,Medium,Yes,7,Mild,68.10000000000001
87,13,79,62,High,4,High,Yes,7,Mild,71.05
76,29,89,93,Low,3,Medium,Yes,7,None,74.15
90,16,91,57,High,1,Medium,Yes,7,Mild,65.3
84,29,85,54,Middle,4,High,Yes,8,Mild,70.25
92,28,97,63,Middle,2,Medium,No,6,Severe,58.7
75,15,96,69,Low,0,Medium,Yes,9,None,63.650000000000006
76,30,86,87,Middle,2,Low,No,7,Mild,66.0
91,21,77,90,Middle,0,High,No,8,None,72.85
85,12,100,94,High,1,Low,Yes,9,None,78.2
80,20,92,94,Middle,4,Medium,No,7,Mild,70.60000000000001
85,22,84,76,Middle,0,High,No,7,Mild,67.1
97,19,100,85,Low,0,Medium,Yes,9,Mild,74.65
90,23,78,73,High,3,Medium,Yes,6,None,72.25
77,27,75,69,Low,1,Low,No,8,None,59.849999999999994
95,19,93,77,Middle,4,Medium,Yes,7,Mild,71.45
89,19,82,51,Middle,2,High,Yes,9,Mild,64.25
98,18,91,96,Middle,0,Low,No,8,Mild,73.1
99,21,98,60,High,2,High,Yes,7,Mild,75.65
84,11,76,95,Low,0,High,No,6,Mild,68.25
71,22,80,67,Low,1,Low,Yes,7,Severe,53.8
79,30,90,86,Middle,4,High,No,9,None,77.1
86,17,77,52,High,2,Low,No,7,Mild,57.45
74,16,93,95,Low,3,High,No,8,Severe,70.9
88,23,83,68,Middle,0,Medium,No,9,Severe,57.35
75,17,76,74,Low,1,Low,Yes,6,Severe,54.650000000000006
83,16,76,77,Middle,3,High,Yes,7,Mild,69.9
84,22,96,61,Middle,1,High,Yes,6,Severe,62.8
85,19,80,51,Low,1,Medium,No,7,Mild,53.05
89,13,100,66,Middle,1,High,Yes,8,Severe,65.85
74,12,92,94,High,3,Low,Yes,8,Severe,72.4
73,29,77,83,Low,4,Medium,Yes,8,Mild,70.15
97,23,96,67,Middle,4,High,No,8,None,74.45
97,28,96,71,High,2,Medium,Yes,7,Mild,74.9
78,30,81,96,High,4,High,No,7,None,81.1
89,10,90,73,Low,0,Medium,No,7,Mild,60.199999999999996
71,27,84,77,Low,2,Medium,No,6,Severe,55.849999999999994
82,17,95,60,Low,2,High,No,9,Severe,59.650000000000006
73,25,84,54,High,1,Low,No,8,None,60.85000000000001
97,18,87,99,Middle,4,High,No,7,None,79.0
78,28,89,72,Low,2,Medium,No,6,Severe,57.0
76,28,88,74,Low,3,High,No,6,Mild,70.0
95,11,93,68,High,3,Low,Yes,6,Severe,66.75
77,14,97,90,Low,2,Low,No,6,None,65.3
71,27,100,96,High,2,High,No,8,Severe,76.75
92,17,89,95,Middle,0,Low,Yes,9,Mild,73.95
98,14,88,87,High,0,Medium,No,6,None,71.8
82,23,79,62,High,1,Medium,Yes,7,Severe,59.55
82,28,84,52,Low,0,Medium,Yes,8,Severe,55.800000000000004
85,11,89,74,Low,4,High,Yes,8,None,72.75
81,26,99,69,Low,0,High,Yes,6,Mild,71.2
78,11,82,68,Low,3,Medium,Yes,6,Mild,61.15
96,20,97,81,Middle,3,High,No,8,Mild,77.9
78,15,93,64,Middle,1,Medium,No,6,Mild,57.150000000000006
74,23,79,87,High,1,Medium,Yes,8,Mild,72.45
79,25,95,95,Low,3,Medium,Yes,6,None,75.55
72,24,79,74,Middle,1,High,Yes,7,None,66.4
73,21,80,60,High,1,Low,Yes,7,Severe,56.85
79,20,92,58,Low,0,High,No,7,Mild,61.6
99,16,84,89,High,2,High,No,8,Mild,79.3
84,10,91,83,Middle,2,Medium,No,6,None,62.4
74,25,100,79,Middle,2,High,No,7,Severe,64.75
92,15,93,63,Low,2,High,Yes,8,Severe,64.65
88,10,84,73,Middle,1,Medium,No,8,None,60.800000000000004
78,30,95,61,High,2,Low,Yes,9,None,70.4
73,13,78,58,Middle,3,Medium,Yes,7,None,56.85
94,30,91,62,Low,0,Low,No,8,Mild,65.1
83,12,83,80,Low,1,Medium,No,7,Mild,60.2
80,11,88,69,High,1,Low,Yes,7,Mild,65.05
70,26,96,71,Middle,1,High,No,9,Mild,68.0
90,21,77,66,Low,2,Low,No,8,Severe,55.45
84,25,75,60,High,1,Low,Yes,7,Severe,59.05
79,28,82,59,High,0,Medium,Yes,6,None,64.9
70,16,76,73,Low,4,Medium,Yes,9,Mild,63.1
94,17,98,86,Middle,3,High,No,6,Severe,71.45
93,19,94,81,Middle,4,Low,No,8,Severe,66.45
71,29,99,61,High,3,Medium,Yes,8,None,72.55
92,23,97,88,High,2,High,No,8,Mild,81.95
80,18,86,78,Low,0,High,Yes,8,Mild,71.1
96,27,89,81,High,1,High,Yes,8,Severe,78.05
71,13,98,74,Low,1,Medium,Yes,6,Mild,62.25
83,14,80,91,Low,3,Low,No,7,Mild,66.4
77,19,86,93,High,3,Medium,No,9,Mild,75.25
86,19,79,85,Middle,4,High,Yes,8,Severe,71.25
71,13,85,54,Low,4,Low,No,8,None,55.650000000000006
88,24,94,86,High,4,Low,Yes,6,Severe,74.2
89,14,75,91,Low,2,Medium,Yes,7,None,66.6
96,22,80,54,High,4,High,Yes,8,Severe,69.9
99,12,90,79,Low,1,High,Yes,8,Severe,69.5
98,13,84,100,High,2,Low,Yes,6,Severe,72.65
73,10,83,67,High,3,Medium,No,7,Mild,61.8
75,23,89,92,Middle,4,High,No,8,Severe,71.14999999999999
81,10,91,78,Low,3,Medium,No,7,None,63.3
77,27,79,92,Low,4,Medium,No,9,Mild,70.55
89,22,90,84,Low,4,High,Yes,9,Severe,74.5
73,24,95,65,High,3,Medium,Yes,6,Mild,70.1
91,14,79,86,Low,2,Low,No,6,None,63.3
78,13,82,79,Middle,4,High,Yes,9,None,71.95
91,26,84,66,Low,2,Medium,Yes,8,Mild,66.3
73,10,82,85,Middle,3,Medium,Yes,9,Mild,67.0
81,17,97,84,Middle,1,Medium,Yes,8,Severe,65.05
72,19,77,100,Middle,1,High,No,7,Severe,64.55
96,18,84,64,High,0,Low,Yes,7,Mild,67.7
99,25,80,75,Low,3,Medium,Yes,9,Mild,72.55
84,28,75,100,High,3,High,No,7,None,81.8
73,11,89,64,High,2,Medium,No,8,None,61.35000000000001
100,25,94,99,High,1,Low,Yes,7,Severe,77.75
85,25,96,62,High,2,Low,No,7,Mild,66.05
90,22,89,75,Low,3,Medium,Yes,8,Severe,66.8
94,26,97,69,Low,0,Low,Yes,9,None,70.4
83,25,77,82,Low,3,Low,Yes,8,None,70.85
97,11,75,52,High,0,Low,Yes,9,None,62.75000000000001
84,29,80,69,Low,1,Low,No,6,None,60.75
87,14,100,83,Low,3,Medium,Yes,6,Mild,71.80000000000001
85,14,90,94,Middle,2,Medium,No,6,Mild,66.7
89,27,79,76,Low,3,High,Yes,7,Severe,69.15
100,23,78,67,Low,1,Low,Yes,7,Severe,59.45
94,23,99,52,Low,1,High,No,7,None,64.95
97,14,75,67,Middle,0,Medium,Yes,7,Severe,56.0
89,30,90,88,Low,1,High,Yes,8,Severe,74.69999999999999
95,26,89,95,High,4,High,Yes,9,None,89.8
75,30,79,91,Middle,2,Low,Yes,8,Severe,65.6
76,22,97,61,High,3,High,Yes,9,Mild,76.4
91,23,78,64,High,2,Low,Yes,9,Severe,63.75
74,17,84,85,Low,2,Medium,No,9,Mild,63.35
97,19,100,71,Low,0,Medium,No,6,None,65.45
84,27,85,68,Low,2,Low,No,6,None,60.949999999999996
82,28,83,58,Low,0,High,No,9,Severe,59.400000000000006
97,15,86,83,Middle,1,Medium,No,9,Severe,62.25
88,10,81,94,Middle,1,Low,No,9,None,66.5
74,10,94,51,Low,1,High,No,8,Mild,58.4
90,20,75,75,Middle,3,Medium,No,8,None,65.5
75,23,78,67,High,3,High,No,8,Severe,66.45
87,12,80,58,High,4,High,No,7,Mild,66.80000000000001
85,29,84,61,Low,3,Low,Yes,7,Mild,65.35
76,24,87,60,Middle,3,Low,Yes,8,None,64.60000000000001
93,27,77,77,High,3,High,No,9,Severe,73.85
90,21,83,95,High,4,Low,No,6,Severe,71.35
90,14,92,73,Middle,4,Low,No,9,None,66.80000000000001
74,28,92,52,Middle,3,Low,Yes,8,None,63.800000000000004
100,18,90,66,Low,2,Low,No,7,Mild,62.3
82,27,87,74,Middle,1,High,No,6,Mild,67.75
81,25,100,92,Middle,3,Medium,No,9,None,75.05
90,17,87,86,Middle,3,Medium,Yes,9,None,73.45
70,28,89,64,Low,1,High,No,6,None,63.0
91,15,92,83,Middle,2,Medium,No,8,Mild,67.25
91,19,99,64,Middle,1,High,Yes,7,Mild,69.95
79,20,100,96,Low,0,Medium,No,9,Mild,71.6
81,25,94,63,Low,4,Low,Yes,6,Mild,66.15
81,11,96,61,High,3,Medium,Yes,9,Severe,64.45
74,24,91,75,High,2,Low,Yes,8,None,71.5
70,13,98,79,High,3,Medium,No,8,Severe,65.55
94,18,96,60,High,2,Low,Yes,8,Mild,70.5
89,13,75,62,High,3,High,Yes,6,Mild,70.64999999999999
78,24,92,79,Low,4,Medium,Yes,6,Severe,64.7
91,23,99,85,Middle,4,Medium,No,7,Severe,67.25
73,20,89,94,Middle,0,High,No,7,Severe,65.60000000000001
96,28,85,80,Low,1,High,No,6,None,72.2
71,27,87,76,Middle,1,High,No,8,None,68.15
83,15,77,54,High,0,Medium,Yes,8,Mild,61.95
88,21,94,88,Low,0,High,Yes,6,Severe,71.05000000000001
79,19,86,77,Middle,1,High,Yes,6,Severe,63.849999999999994
79,29,87,79,Low,0,Medium,No,6,Severe,59.150000000000006
92,18,99,62,High,1,Low,Yes,6,Severe,64.3
82,29,80,90,Low,1,Medium,No,7,Severe,61.650000000000006
98,29,92,97,Low,2,Medium,Yes,8,Mild,79.35
95,24,89,98,Low,3,Low,No,9,None,77.19999999999999
98,21,75,84,Low,3,High,No,9,Mild,75.05
97,16,99,87,High,2,Medium,Yes,9,Severe,74.3
91,13,78,50,High,0,Medium,No,6,None,57.05
72,28,76,53,High,3,High,Yes,7,Mild,68.5
89,22,96,53,High,4,Medium,No,9,Mild,68.4
76,27,75,53,High,2,High,No,6,None,62.85
83,24,98,94,Middle,0,Low,Yes,9,Mild,75.4
74,10,86,76,High,3,Medium,Yes,9,Mild,70.3
79,17,82,97,Middle,3,Medium,No,9,Mild,70.55
71,12,88,92,Middle,4,High,No,8,Mild,72.4
90,12,95,60,Low,2,Low,Yes,7,Severe,56.0
78,12,79,58,Low,3,Low,Yes,7,None,57.800000000000004
79,23,82,54,Middle,0,High,Yes,8,Mild,64.15
86,16,80,93,High,3,Medium,No,9,Severe,70.1
80,28,95,72,Low,4,Medium,Yes,9,None,71.6
75,20,83,57,Middle,1,High,No,7,Severe,53.7
92,25,82,77,High,4,Low,No,8,Severe,69.15
79,11,75,75,Middle,3,Medium,No,8,Mild,61.05
96,23,79,68,Middle,4,Low,Yes,8,Mild,69.15
98,11,79,76,High,4,Medium,No,8,None,70.95
87,26,99,58,Low,1,High,No,6,None,66.1
82,23,99,52,High,2,Medium,Yes,6,Mild,65.55000000000001
84,21,79,58,High,3,Low,Yes,9,Severe,63.25
90,26,80,57,High,4,Medium,No,9,Severe,62.599999999999994
89,11,82,69,High,4,High,Yes,9,None,75.65
97,10,100,63,Middle,2,High,Yes,8,Severe,65.80000000000001
79,30,100,59,Middle,0,High,No,7,Mild,66.0
74,14,84,81,Middle,3,High,Yes,9,Mild,72.4
79,12,98,87,Low,0,High,No,7,None,69.5
72,12,84,54,Middle,4,Low,Yes,7,Severe,51.400000000000006
91,11,89,97,High,2,High,No,6,Severe,72.85
91,23,99,64,Low,0,Low,No,8,Mild,64.95
82,19,91,58,High,1,High,Yes,7,None,69.75
86,15,93,73,Middle,4,High,Yes,7,Severe,67.44999999999999
72,29,79,100,Low,1,Low,No,6,None,67.45
81,27,75,81,Middle,2,Medium,Yes,6,Severe,60.25
74,25,96,92,High,0,Medium,Yes,9,Severe,72.85
86,22,86,76,Middle,4,Medium,No,9,Mild,67.7
98,24,100,63,Low,2,High,No,7,None,69.5
78,23,84,59,Low,3,High,No,6,Mild,63.85000000000001
88,27,78,69,High,1,Medium,No,6,None,65.65
92,14,87,61,Middle,0,Low,Yes,7,Severe,55.60000000000001
91,22,81,85,Low,2,Medium,No,9,Severe,62.400000000000006
93,10,79,84,Low,0,High,Yes,8,None,72.10000000000001
95,27,75,84,Middle,4,High,Yes,6,Mild,76.95
85,28,96,61,Low,4,Medium,Yes,9,Severe,64.5
83,11,99,61,Low,0,High,Yes,8,None,67.45
96,11,87,90,High,1,Medium,Yes,8,Mild,76.35000000000001
81,10,80,50,Low,3,High,Yes,6,Mild,60.7
71,19,76,97,High,1,Low,No,9,Mild,70.25
82,23,98,84,Low,3,High,No,6,Severe,69.95
97,20,85,54,Middle,2,Low,No,9,Mild,59.60000000000001
72,21,76,78,Middle,1,Low,No,6,None,58.25
75,17,92,87,Middle,0,Medium,No,6,Severe,58.75
91,22,77,57,Low,4,High,No,7,None,64.2
73,14,91,65,Low,4,Low,Yes,6,Mild,61.8
71,22,97,81,High,2,Medium,No,6,Severe,63.400000000000006
73,15,85,88,Middle,0,High,No,8,Mild,68.75
79,26,83,87,Middle,4,Medium,Yes,9,Severe,68.0
78,12,98,87,Middle,2,Medium,Yes,9,Severe,64.3
77,23,86,69,Low,2,Medium,No,9,Mild,61.05
100,12,92,64,High,3,Low,No,9,Severe,65.60000000000001
92,20,100,66,Middle,1,Low,Yes,7,None,66.2
88,17,85,82,Middle,2,Medium,Yes,9,Mild,68.45
86,11,82,62,Middle,3,Medium,No,9,Mild,59.95
76,29,97,95,Middle,4,High,No,8,Mild,80.35000000000001
76,21,85,92,Low,2,Low,Yes,7,Severe,63.05
89,12,84,93,Low,0,Medium,No,8,Severe,62.5
87,17,86,94,High,0,High,No,6,None,77.05
92,10,76,97,Low,1,Low,Yes,6,Mild,68.2
78,23,83,91,High,0,High,No,7,Mild,75.25
99,15,88,88,Middle,1,Medium,Yes,9,None,72.55000000000001
92,21,80,66,High,2,Low,Yes,7,Mild,67.45
85,22,100,56,Low,3,Medium,No,7,None,62.3
70,21,76,54,Low,1,High,No,8,None,57.650000000000006
97,14,76,77,Middle,1,High,Yes,6,None,69.2
83,11,99,72,Middle,4,High,Yes,6,None,71.75
75,19,77,85,Middle,4,Low,Yes,9,Severe,63.650000000000006
82,10,85,85,Middle,4,Medium,No,8,Mild,66.4
74,13,86,85,Middle,4,Low,No,6,Mild,63.75
81,15,84,71,High,3,Medium,Yes,9,Severe,66.05
76,30,92,75,High,3,Low,Yes,9,None,76.60000000000001
86,21,76,91,Middle,3,Low,Yes,6,Mild,70.95
84,18,87,69,High,0,Low,No,6,Mild,64.4
97,30,83,89,Low,3,Medium,Yes,7,None,76.2
82,13,100,68,High,2,Low,Yes,6,None,68.05000000000001
75,22,85,63,High,0,High,Yes,9,Mild,71.4
97,23,87,84,Middle,0,Medium,No,9,Severe,64.75
84,12,76,78,Low,4,Low,No,9,Severe,58.4
84,28,86,68,High,1,Low,Yes,9,Severe,66.4
85,13,91,60,Middle,3,High,Yes,7,Severe,62.45
93,30,95,54,High,4,Low,Yes,6,Severe,67.3
97,25,100,71,Middle,2,Low,Yes,6,None,69.95
83,22,97,64,Middle,1,Low,Yes,8,None,65.7
74,11,88,90,High,3,Low,No,8,None,72.15
91,14,80,80,Middle,3,High,No,9,None,71.7
84,30,75,94,Low,4,High,No,6,Severe,70.5
82,29,82,90,Low,4,High,No,6,Mild,75.05000000000001
86,13,99,99,High,1,High,No,8,Mild,81.95
70,17,87,69,Low,1,Low,No,9,Mild,58.35000000000001
79,21,98,68,Low,4,High,Yes,7,Severe,67.05000000000001
94,21,86,62,Middle,1,Low,Yes,6,None,62.849999999999994
76,19,91,96,Low,1,Medium,Yes,8,None,71.95
93,13,78,94,Low,1,Low,No,8,None,67.65
75,28,91,91,High,2,High,Yes,6,Severe,75.5
85,24,79,82,Low,1,Medium,Yes,7,Severe,61.39999999999999
92,21,78,86,High,1,High,Yes,6,Mild,78.05
81,27,83,79,Low,3,Medium,No,6,None,66.25
87,16,95,75,High,2,Medium,Yes,6,Severe,65.9
77,11,99,89,High,3,High,Yes,8,None,82.65
78,16,96,85,Middle,3,Low,No,8,Mild,69.30000000000001
81,12,77,98,Low,0,High,No,6,None,69.0
72,16,98,85,Middle,1,Low,Yes,7,Mild,66.5
91,16,75,85,High,0,Medium,No,8,None,69.7
100,29,95,75,Middle,2,Medium,Yes,9,None,73.75
98,28,88,79,Low,3,High,No,9,Mild,77.9
99,26,75,86,High,1,High,Yes,9,Mild,82.1
80,25,99,56,High,0,Medium,Yes,8,None,68.85
99,29,85,66,Middle,0,Medium,No,9,Mild,65.85
90,28,78,69,Low,4,Low,Yes,9,Severe,64.3
72,15,84,74,Low,2,High,Yes,8,Mild,67.15
98,24,87,99,Low,2,Medium,Yes,6,None,75.7
87,18,94,90,Low,2,High,Yes,9,Mild,77.7
79,23,83,61,Low,4,Low,No,9,Severe,56.45
82,18,82,73,Middle,4,High,No,7,Mild,67.2
86,28,81,92,High,2,Medium,Yes,9,Severe,73.0
80,20,97,57,High,1,Low,Yes,6,Mild,65.5
75,18,87,54,Low,4,High,No,6,Mild,61.10000000000001
77,20,100,58,High,3,High,Yes,9,Severe,70.8
73,30,75,88,Middle,2,Medium,No,6,Severe,58.5
86,10,80,81,Middle,2,Low,No,9,Mild,62.0
93,26,88,70,High,2,Medium,Yes,8,None,73.7
86,26,99,59,Low,3,Medium,Yes,6,Severe,62.2
75,27,75,79,High,1,High,No,8,None,72.45
89,12,87,92,Middle,0,Low,No,6,Severe,60.8
99,25,79,75,Low,1,High,Yes,7,Mild,72.35
99,19,90,81,High,3,Low,Yes,7,Mild,77.85
77,19,98,80,Middle,0,High,No,7,None,68.75
78,15,82,58,High,4,High,No,8,Mild,68.15
88,22,78,82,High,1,Medium,Yes,6,Severe,66.3
89,16,79,75,Middle,0,Medium,No,7,None,60.1
70,11,84,54,Low,2,Low,Yes,8,None,54.75
70,19,94,67,Low,2,Low,No,9,None,59.64999999999999
87,27,81,74,Low,3,Low,Yes,8,Mild,70.55
83,11,81,84,Middle,1,Medium,Yes,7,None,63.75
76,18,98,78,Low,2,Low,No,7,Severe,57.7
85,14,99,58,Middle,4,Medium,No,6,Mild,60.699999999999996
86,23,88,91,Low,4,High,No,6,Severe,70.85
72,29,79,74,Low,0,High,No,7,None,64.65
99,30,81,99,Low,3,Medium,Yes,8,Severe,76.2
99,27,87,82,Low,4,Medium,No,6,Mild,71.55
70,13,87,98,Middle,4,Low,Yes,7,None,70.05000000000001
95,14,88,91,High,1,Low,No,6,None,72.4
77,24,97,58,Middle,1,Medium,Yes,9,Severe,58.199999999999996
99,21,92,71,Low,2,Low,No,7,None,64.75
96,21,91,83,Low,4,High,No,7,Severe,70.55000000000001
84,22,87,60,Low,3,High,No,8,Severe,62.7
82,12,82,68,High,3,Medium,No,6,Mild,64.2
83,25,96,81,Middle,3,Medium,Yes,7,Mild,72.35000000000001
80,18,97,69,High,0,Low,Yes,8,Mild,70.60000000000001
82,28,86,76,Low,4,Low,Yes,8,Severe,66.4
70,13,94,66,High,4,Medium,Yes,9,Severe,63.849999999999994
97,18,90,82,High,0,Medium,No,8,Severe,68.5
78,29,95,75,Middle,3,Low,No,6,Severe,62.349999999999994
94,29,94,70,Low,3,Medium,No,8,None,70.85
78,20,95,61,Middle,4,Low,Yes,7,Mild,63.900000000000006
76,26,87,57,Low,0,Low,No,8,Severe,53.2
95,24,100,79,Low,0,High,No,8,Mild,75.7
94,28,89,58,Low,2,Low,Yes,6,Severe,59.0
96,29,88,75,High,1,High,Yes,6,None,79.55000000000001
73,26,84,69,Low,1,High,No,6,Mild,63.60000000000001
73,26,81,81,Middle,4,Low,Yes,7,None,67.6
72,23,80,76,Low,3,Low,No,6,Severe,56.95
81,14,81,74,Middle,2,High,Yes,8,None,68.1
79,17,75,95,High,3,High,Yes,8,Severe,76.55
72,26,75,52,Low,1,Low,Yes,6,Severe,49.5
73,29,81,61,Low,4,Medium,No,6,None,59.349999999999994
81,12,92,56,Middle,4,Medium,Yes,9,Severe,57.400000000000006
72,23,75,68,Low,4,Low,Yes,9,Severe,58.55
84,26,88,86,Middle,3,High,No,9,None,76.7
97,18,92,89,High,3,Medium,No,8,Mild,79.0
77,14,87,81,Low,3,High,Yes,9,Mild,73.6
94,27,100,71,Middle,2,Medium,Yes,8,Mild,71.85
91,27,90,62,Low,4,Medium,Yes,8,None,69.55
96,12,100,74,Low,2,Medium,No,8,Severe,61.400000000000006
75,21,96,72,Low,0,Medium,No,8,Mild,63.05
83,21,76,89,Low,4,High,No,7,None,71.75
84,21,77,74,High,4,Low,Yes,9,None,72.65
94,23,76,84,Middle,2,Medium,Yes,6,Severe,62.95
86,25,88,51,High,1,Medium,Yes,9,Severe,61.349999999999994
81,22,92,99,Low,1,Medium,No,6,Mild,69.8
91,11,90,62,Middle,2,High,No,6,Severe,57.55
100,30,80,54,Low,2,High,Yes,8,None,69.7
93,16,98,91,Low,2,High,No,6,None,74.5
91,12,97,96,High,3,Medium,No,9,Severe,74.4
84,19,76,73,Low,4,Medium,Yes,7,Severe,59.650000000000006
81,28,75,64,High,4,Low,Yes,8,Severe,65.4
80,10,99,87,High,4,Low,No,7,None,72.39999999999999
92,11,76,62,Low,3,High,Yes,9,None,67.95
86,20,84,79,Middle,2,High,Yes,8,Severe,67.7
85,19,81,76,High,3,High,Yes,8,Severe,73.75
88,12,82,96,Middle,0,Low,No,8,Mild,67.8
97,24,100,77,High,0,Medium,No,6,Severe,68.5
92,20,92,87,Low,0,High,No,9,None,74.9
97,15,78,79,Low,3,Low,Yes,8,Severe,65.45
88,13,80,72,Low,2,Low,No,8,Mild,60.45
78,28,86,90,Middle,2,Low,Yes,9,Mild,71.8
100,28,98,51,High,2,High,No,7,Severe,66.9
73,30,88,79,Middle,4,Low,Yes,8,Mild,71.4
86,22,99,71,Low,1,High,No,7,Mild,68.8
81,11,83,81,Low,3,Medium,No,6,Mild,62.849999999999994
71,12,77,51,Low,2,High,No,9,Severe,49.9
74,14,77,67,High,0,Medium,Yes,6,Mild,61.8
90,12,89,72,Low,4,Low,Yes,6,Severe,61.39999999999999
88,23,98,71,Low,0,High,No,6,Severe,64.25
91,22,96,70,High,0,Low,No,9,None,70.9
73,21,95,93,Middle,0,Medium,No,6,None,66.75
88,16,76,52,Middle,3,High,No,7,Mild,60.400000000000006
81,23,100,72,High,4,Medium,No,6,None,71.55
